RecordID,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,subscribe
343,42,management,married,university.degree,no,no,no,telephone,may,tue,1677,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
17521,33,admin.,married,university.degree,no,no,no,telephone,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42.0,4.733,5195.8,no
405,38,blue-collar,single,basic.4y,unknown,no,no,telephone,may,tue,2672,1,367,4,failure,1.1,93.21226781,-34.46069982,3.430706943,5138.23387,no
12600,30,blue-collar,single,basic.9y,no,yes,yes,cellular,jul,mon,3722,6,447,6,failure,1.4,94.36278785,-46.63981753,4.081852306,5222.985379,no
11685,38,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,tue,4396,2,822,1,failure,1.4,92.74874467,-45.83650842,1.300734278,5035.64553,no
26273,36,admin.,married,professional.course,no,no,no,cellular,may,tue,591,1,936,6,failure,-1.8,92.29338755,-43.68725285,1.233685885,5176.994388,no
2747,28,blue-collar,married,basic.9y,no,yes,no,telephone,may,fri,239,3,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
1599,31,blue-collar,married,basic.9y,no,unknown,unknown,telephone,may,mon,163,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
25435,34,admin.,married,university.degree,no,yes,no,cellular,may,fri,103,3,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,no
28863,72,retired,married,basic.4y,no,yes,no,cellular,may,wed,443,4,999,0,nonexistent,-1.8,93.876,-40.0,0.672,5008.7,yes
23747,44,blue-collar,married,basic.4y,unknown,no,no,cellular,may,fri,361,3,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,no
17287,34,admin.,divorced,university.degree,no,yes,no,cellular,aug,thu,2626,14,298,4,nonexistent,1.4,93.48118787,-28.74481023,2.939586645,5105.230934,no
29659,23,student,single,basic.9y,no,yes,no,cellular,sep,mon,502,1,999,1,failure,-1.1,94.199,-37.5,0.879,4963.6,no
9140,36,admin.,married,high.school,no,yes,no,telephone,jul,mon,194,2,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
10333,29,management,single,university.degree,no,yes,no,cellular,jul,mon,138,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
7063,45,self-employed,married,professional.course,unknown,yes,yes,telephone,jun,mon,330,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
27258,35,technician,single,university.degree,no,yes,no,cellular,aug,tue,1340,3,7,1,failure,-2.9,93.47927436,-41.68148715,2.402046191,4988.665057,no
21611,56,self-employed,married,university.degree,no,yes,no,cellular,apr,mon,222,1,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,no
14949,33,technician,married,professional.course,no,yes,no,cellular,aug,tue,940,10,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,yes
13197,33,student,married,high.school,no,no,yes,cellular,jul,wed,73,3,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,no
17044,44,admin.,married,basic.9y,unknown,no,no,cellular,aug,wed,19,17,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
25679,29,blue-collar,single,basic.9y,no,yes,no,cellular,may,fri,372,2,12,1,success,-1.8,92.893,-46.2,1.25,5099.1,no
22566,31,services,married,high.school,no,no,yes,cellular,may,tue,284,3,999,1,failure,-1.8,92.893,-46.2,1.344,5099.1,no
19479,33,blue-collar,single,high.school,no,yes,no,cellular,nov,thu,4894,2,750,1,failure,-0.1,93.85208126,-36.44289126,2.706962207,5211.349317,no
13516,50,unemployed,married,professional.course,no,no,no,cellular,jul,thu,1753,3,507,5,nonexistent,1.4,94.44814299,-42.07624061,1.429612671,5109.528172,no
25206,34,technician,single,professional.course,no,yes,no,cellular,may,thu,4270,2,790,5,failure,-1.8,93.04186401,-45.14165117,1.391900856,5183.192147,no
2054,29,admin.,single,university.degree,no,no,no,telephone,may,wed,1527,2,822,0,nonexistent,1.1,94.01871049,-39.54379872,2.777839717,4999.439617,no
10156,51,entrepreneur,divorced,high.school,no,no,no,cellular,jul,fri,206,2,352,3,failure,1.4,94.22754619,-36.83874429,4.006717558,5132.751774,no
6333,25,retired,unknown,basic.9y,no,unknown,yes,cellular,aug,tue,172,14,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes
29925,71,retired,married,basic.9y,no,yes,no,telephone,sep,tue,282,23,6,1,success,-1.1,94.767,-50.8,1.05,4963.6,yes
20655,35,technician,divorced,professional.course,no,yes,no,cellular,apr,wed,612,1,999,0,nonexistent,-1.8,93.075,-47.1,1.445,5099.1,no
19733,45,management,married,university.degree,no,unknown,unknown,cellular,may,wed,258,13,999,1,failure,-0.1,93.2,-42.0,4.021,5195.8,yes
8217,45,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,thu,10,16,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9196,32,admin.,divorced,high.school,no,yes,no,cellular,jul,mon,422,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
28086,28,admin.,single,high.school,no,yes,no,cellular,oct,tue,434,2,457,6,failure,-3.4,94.41283151,-38.31282246,3.411373313,5226.43602,no
6753,29,services,divorced,high.school,no,no,no,telephone,jun,fri,103,2,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
3175,45,services,married,basic.9y,no,yes,no,telephone,may,tue,4366,6,702,4,success,1.1,94.04063216,-40.94492078,3.89749723,5176.172114,no
19318,44,blue-collar,married,basic.4y,no,no,no,cellular,nov,thu,107,1,999,0,nonexistent,-0.1,93.2,-42.0,4.076,5195.8,no
2880,47,services,married,unknown,unknown,yes,yes,telephone,may,mon,2244,6,770,4,success,1.1,92.96645953,-45.13146759,2.185660164,4994.841532,no
12943,35,admin.,married,professional.course,no,no,no,cellular,jul,tue,4676,1,983,2,nonexistent,1.4,94.00889415,-38.9089484,4.879051339,5125.448372,no
4212,33,blue-collar,married,high.school,no,no,no,telephone,may,mon,333,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
14430,58,admin.,married,university.degree,no,yes,no,cellular,aug,fri,124,2,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,no
22159,44,technician,single,professional.course,no,no,no,cellular,apr,thu,116,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,no
11479,48,services,divorced,high.school,no,no,no,cellular,jul,mon,137,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
3416,37,unemployed,married,professional.course,no,yes,no,telephone,may,wed,2955,1,385,3,success,1.1,94.01752144,-41.83639902,3.213337271,5062.524539,no
7966,26,technician,single,high.school,no,unknown,unknown,telephone,jun,wed,105,1,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
15228,29,self-employed,married,unknown,no,unknown,no,telephone,may,tue,4487,27,210,3,failure,1.4,92.49762844,-42.39455413,4.854322728,5029.727263,no
22204,56,entrepreneur,married,university.degree,no,yes,no,cellular,apr,thu,266,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes
12809,46,self-employed,married,university.degree,no,no,no,cellular,jul,mon,22,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
28997,33,admin.,married,university.degree,no,yes,no,cellular,may,fri,1816,3,738,4,nonexistent,-1.8,93.27816759,-41.50439528,3.817595232,5220.67527,yes
9760,28,blue-collar,single,professional.course,no,no,no,cellular,jul,wed,1988,4,821,2,success,1.4,93.56441799,-46.71252618,4.418559257,5072.071867,yes
7995,42,admin.,married,basic.6y,no,yes,no,telephone,jun,wed,300,3,999,0,nonexistent,1.4,94.465,-41.8,4.962,5228.1,no
25474,56,management,married,university.degree,unknown,yes,yes,cellular,may,fri,3629,1,596,5,failure,-1.8,94.17428297,-50.53865674,2.198357837,5029.062491,no
17385,34,admin.,married,high.school,unknown,yes,no,cellular,aug,fri,345,1,319,3,failure,1.4,92.68046705,-42.99053617,3.338926756,5039.241831,no
17576,48,services,married,unknown,no,no,no,cellular,nov,mon,51,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
2964,36,admin.,married,university.degree,no,no,no,telephone,may,mon,124,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
26748,27,admin.,single,university.degree,no,yes,no,telephone,jun,fri,4156,1,851,6,success,-2.9,93.05302861,-34.7460785,3.469063464,5187.689276,no
8125,38,technician,single,professional.course,no,no,no,telephone,jun,thu,574,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
14843,51,admin.,divorced,professional.course,no,no,yes,cellular,aug,tue,3034,1,966,6,success,1.4,94.69715771,-38.87533553,2.835428552,5014.369405,no
22922,37,housemaid,married,basic.6y,unknown,yes,yes,cellular,may,wed,756,2,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,no
18264,35,blue-collar,divorced,basic.9y,no,yes,no,cellular,nov,tue,134,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
14752,38,technician,single,high.school,unknown,no,no,cellular,aug,mon,95,3,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
19404,30,blue-collar,married,basic.6y,no,yes,yes,cellular,nov,thu,195,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
27474,20,student,single,high.school,no,yes,no,cellular,aug,tue,532,1,999,1,failure,-2.9,92.201,-31.4,0.859,5076.2,yes
6555,38,entrepreneur,married,university.degree,no,no,no,telephone,jun,thu,989,3,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
1720,53,technician,married,professional.course,unknown,yes,yes,telephone,may,tue,4139,1,134,6,success,1.1,92.40007958,-36.42081773,1.904875682,5000.634666,no
9583,32,blue-collar,married,basic.4y,unknown,yes,no,cellular,jul,wed,147,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
874,47,blue-collar,married,basic.6y,no,yes,yes,telephone,may,thu,93,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
1225,56,admin.,single,high.school,no,no,no,telephone,may,fri,93,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
12663,57,admin.,married,basic.9y,unknown,no,no,cellular,jul,mon,399,3,647,6,nonexistent,1.4,94.19762332,-34.85217323,1.155252451,5105.707425,no
3130,50,blue-collar,married,basic.4y,unknown,no,yes,telephone,may,tue,600,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
23571,23,student,single,basic.9y,no,no,no,cellular,may,fri,1706,2,160,6,nonexistent,-1.8,92.82284991,-39.06648077,3.604479071,5210.990527,no
22349,43,blue-collar,married,basic.9y,no,yes,yes,cellular,may,mon,99,4,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,no
4451,35,admin.,married,basic.9y,no,no,no,telephone,may,tue,1507,1,423,0,failure,1.1,93.39260225,-33.75659836,2.80826018,5093.030379,no
11000,38,management,married,university.degree,no,yes,yes,cellular,jul,thu,1621,2,247,0,failure,1.4,93.98930676,-30.63995503,3.996465012,5026.86855,no
24397,27,self-employed,married,university.degree,no,yes,no,cellular,may,tue,240,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
16303,32,technician,married,high.school,unknown,no,no,cellular,aug,fri,40,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
11053,31,self-employed,unknown,professional.course,no,no,yes,cellular,jul,thu,383,3,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,no
24863,33,management,married,university.degree,no,yes,yes,cellular,may,wed,2659,3,364,3,nonexistent,-1.8,93.68439867,-50.10884221,2.443143459,5073.865972,no
12186,32,student,single,high.school,no,yes,no,cellular,jul,thu,1027,2,862,5,success,1.4,93.54599486,-50.60973317,1.206416647,5027.237072,yes
17453,50,admin.,married,basic.9y,no,no,no,cellular,aug,fri,2959,3,502,0,nonexistent,1.4,93.72580534,-40.45068227,0.938059535,5138.424686,no
28811,39,management,married,university.degree,no,no,no,telephone,apr,tue,325,1,999,2,failure,-1.8,93.749,-34.6,0.646,5008.7,yes
16632,56,technician,married,university.degree,no,no,no,cellular,aug,mon,228,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
24413,37,retired,single,unknown,yes,unknown,yes,cellular,sep,tue,165,49,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,no
16259,32,self-employed,single,university.degree,no,yes,no,cellular,aug,thu,148,3,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
4535,27,technician,single,professional.course,no,yes,no,telephone,may,tue,324,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
11634,30,admin.,single,high.school,no,yes,no,cellular,jul,tue,867,2,212,1,failure,1.4,93.91007933,-43.18059327,2.214238506,5154.591944,yes
24287,27,student,single,high.school,no,yes,no,cellular,may,tue,3871,1,924,1,nonexistent,-1.8,93.61874089,-43.40767477,2.732926112,5122.366353,no
19080,35,technician,married,professional.course,no,no,no,cellular,nov,thu,2433,6,232,0,success,-0.1,93.12310398,-39.44639421,4.162254235,5169.397881,no
26590,31,admin.,single,high.school,no,no,no,cellular,jun,wed,137,3,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,no
13984,45,blue-collar,married,basic.6y,unknown,yes,no,cellular,aug,wed,134,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,no
15990,42,technician,married,professional.course,unknown,no,no,cellular,aug,wed,4202,2,883,3,nonexistent,1.4,92.53663231,-50.05949991,2.21687593,5163.501574,no
29459,59,retired,married,professional.course,no,no,no,cellular,aug,fri,1767,3,108,3,nonexistent,-1.7,93.8688532,-31.72091707,2.120448329,5001.585346,yes
26976,28,admin.,single,university.degree,no,yes,no,cellular,jul,fri,67,2,999,0,nonexistent,-2.9,92.469,-33.6,1.059,5076.2,no
15119,57,management,married,university.degree,unknown,no,no,cellular,aug,wed,3023,2,337,2,failure,1.4,94.00956841,-40.26340108,3.58034576,5021.340759,no
12874,57,admin.,married,professional.course,no,yes,no,cellular,jul,tue,47,7,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
26956,60,housemaid,married,basic.4y,no,yes,no,cellular,jul,thu,503,2,5,2,success,-2.9,92.469,-33.6,1.072,5076.2,yes
20237,38,technician,married,professional.course,no,yes,no,cellular,mar,fri,207,2,7,1,success,-1.8,92.843,-50.0,1.726,5099.1,yes
21141,35,blue-collar,married,basic.6y,no,yes,no,cellular,apr,fri,4335,1,964,0,success,-1.8,92.48715228,-40.45655732,4.072841077,5059.493827,no
28846,43,technician,single,professional.course,no,no,no,cellular,may,tue,2265,2,919,3,nonexistent,-1.8,93.91753779,-34.4827914,1.350253502,5018.537585,yes
18239,52,services,married,high.school,no,yes,no,telephone,nov,tue,4081,1,566,4,failure,-0.1,92.8168457,-42.70000617,3.03938394,4993.450146,no
18197,35,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,220,1,999,1,failure,-0.1,93.2,-42.0,4.153,5195.8,no
606,30,services,married,university.degree,no,yes,no,telephone,may,wed,425,6,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
6537,32,services,married,high.school,unknown,no,no,telephone,jun,thu,97,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,no
29573,71,retired,married,high.school,no,yes,no,telephone,sep,wed,1402,1,479,5,success,-1.1,93.04815767,-33.26776444,3.464999729,5049.47028,no
5064,51,technician,married,professional.course,unknown,no,no,telephone,may,thu,337,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
28926,52,management,married,university.degree,no,yes,no,cellular,may,fri,787,3,3,3,success,-1.8,93.876,-40.0,0.684,5008.7,yes
18045,37,blue-collar,single,high.school,no,yes,no,cellular,nov,tue,79,2,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
7468,31,blue-collar,married,basic.9y,no,no,no,telephone,jun,mon,179,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,no
25261,25,blue-collar,single,high.school,no,yes,no,cellular,may,thu,1193,2,637,5,failure,-1.8,92.87875105,-43.52468586,4.298820017,5031.147404,no
23709,46,admin.,married,high.school,no,no,no,cellular,may,fri,318,2,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,no
28462,85,retired,divorced,basic.4y,unknown,yes,no,cellular,dec,mon,321,3,6,1,success,-3.0,92.713,-33.0,0.715,5023.5,yes
27263,62,management,married,university.degree,no,yes,yes,cellular,aug,wed,345,2,999,0,nonexistent,-2.9,92.201,-31.4,0.879,5076.2,no
12432,40,admin.,single,university.degree,no,yes,no,cellular,jul,fri,198,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
209,47,blue-collar,married,basic.6y,no,no,no,telephone,may,mon,2845,2,103,1,nonexistent,1.1,92.36781057,-30.68645223,1.035072132,5149.224816,no
2663,35,admin.,divorced,university.degree,no,yes,no,telephone,may,fri,4392,1,998,4,nonexistent,1.1,92.72206935,-28.75183406,3.235095682,5219.528546,no
28270,25,admin.,married,unknown,no,no,no,cellular,nov,thu,2065,1,438,0,success,-3.4,92.77991984,-29.13573037,0.771480539,5190.419468,yes
15725,49,blue-collar,married,basic.9y,unknown,no,no,cellular,aug,tue,281,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
1934,42,admin.,single,university.degree,no,yes,no,telephone,may,tue,72,4,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
4780,39,blue-collar,married,basic.4y,no,yes,no,telephone,may,wed,151,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
9090,81,services,unknown,basic.4y,unknown,unknown,yes,telephone,sep,wed,4717,12,88,6,failure,1.4,94.7587675,-40.10848355,4.616318068,4964.518841,no
4157,33,technician,divorced,professional.course,no,yes,no,telephone,may,mon,1881,3,936,4,success,1.1,93.43105962,-46.47476348,2.483719636,5168.551423,no
29571,81,retired,divorced,basic.4y,no,no,no,cellular,sep,wed,532,2,7,1,success,-1.1,94.199,-37.5,0.886,4963.6,yes
13840,58,blue-collar,married,basic.9y,no,no,no,cellular,aug,tue,2260,2,277,5,success,1.4,93.98774252,-43.39094682,1.517140565,5043.030898,no
12717,51,admin.,divorced,university.degree,no,yes,no,cellular,jul,mon,4826,2,519,3,failure,1.4,92.69351585,-34.44506798,4.657508312,5060.811761,no
23421,58,technician,divorced,university.degree,no,no,no,cellular,may,thu,181,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,no
13178,35,admin.,married,high.school,no,no,no,cellular,jul,wed,788,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes
1031,36,housemaid,divorced,university.degree,no,no,no,telephone,may,thu,767,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191.0,no
10990,24,admin.,single,high.school,unknown,yes,no,cellular,jul,thu,2167,1,83,6,nonexistent,1.4,93.21890548,-49.37093657,3.84696573,5110.387515,no
2234,55,technician,married,professional.course,unknown,no,no,telephone,may,wed,3985,2,624,4,nonexistent,1.1,92.76037228,-46.55999643,3.678737556,4969.174096,no
2458,25,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,thu,113,1,999,0,nonexistent,1.1,93.994,-36.4,4.86,5191.0,no
19515,31,technician,married,professional.course,no,yes,no,cellular,nov,thu,1505,2,801,3,failure,-0.1,94.74065543,-29.31692678,2.447472922,5023.231114,no
17434,33,technician,married,professional.course,no,yes,no,telephone,aug,fri,58,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,no
17678,50,unknown,married,basic.6y,unknown,unknown,unknown,cellular,sep,wed,639,13,371,4,nonexistent,-0.1,92.55766835,-50.31407738,4.118000761,5113.902593,no
8120,45,admin.,married,basic.9y,no,no,no,telephone,jun,thu,521,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
18778,50,self-employed,unknown,basic.6y,no,no,no,cellular,nov,wed,2976,1,32,1,failure,-0.1,94.30081837,-46.01817835,4.330226853,5107.717111,no
21565,33,blue-collar,married,high.school,no,no,no,cellular,apr,mon,3242,1,460,3,nonexistent,-1.8,94.05213939,-49.76458505,0.946710745,5107.290838,no
28216,53,management,divorced,university.degree,no,no,yes,cellular,nov,fri,368,2,3,1,success,-3.4,92.649,-30.1,0.716,5017.5,yes
29734,35,technician,married,professional.course,no,yes,no,cellular,sep,thu,447,1,999,2,failure,-1.1,94.199,-37.5,0.878,4963.6,no
7866,29,technician,single,high.school,no,no,no,telephone,jun,wed,562,3,523,4,success,1.4,94.34258604,-49.14873257,4.536191749,5135.224509,no
12895,42,unemployed,married,high.school,yes,yes,unknown,cellular,dec,wed,2340,30,346,2,failure,1.4,94.44445839,-36.26640841,4.276335687,5167.236933,no
7164,45,blue-collar,married,basic.6y,unknown,yes,no,telephone,jun,wed,1398,1,890,5,failure,1.4,92.88625531,-40.43294881,2.654017626,5185.243491,no
10459,42,housemaid,married,high.school,no,yes,no,cellular,jul,mon,424,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,no
17315,41,admin.,married,university.degree,no,yes,no,cellular,aug,fri,4035,13,876,2,failure,1.4,93.09936724,-35.15160719,4.84516705,5148.791135,no
21104,32,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,462,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,no
9503,32,blue-collar,single,basic.4y,unknown,no,no,cellular,jul,tue,4863,2,926,5,nonexistent,1.4,94.01870259,-42.16380707,0.708788142,5049.312039,no
21533,36,services,single,high.school,no,yes,no,cellular,apr,mon,1235,2,852,1,success,-1.8,92.42351163,-50.66070818,0.847201827,5075.719042,no
10343,27,admin.,married,high.school,no,yes,yes,cellular,jul,mon,1493,3,208,0,failure,1.4,92.69247875,-43.36196007,3.384729175,5118.52343,no
15560,31,admin.,divorced,university.degree,no,no,no,cellular,aug,tue,3285,2,416,5,failure,1.4,93.7247105,-33.78625948,3.905483051,5196.994629,no
11457,40,self-employed,married,high.school,no,yes,no,cellular,jul,mon,51,7,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
24898,31,entrepreneur,single,university.degree,no,yes,no,cellular,may,wed,318,3,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,no
1514,58,housemaid,divorced,basic.9y,yes,yes,no,telephone,oct,mon,66,26,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
20045,35,admin.,single,university.degree,no,no,no,cellular,nov,fri,360,2,999,0,nonexistent,-0.1,93.2,-42.0,4.021,5195.8,no
18692,37,admin.,married,university.degree,no,no,no,telephone,nov,wed,274,1,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
18205,34,services,married,high.school,no,yes,no,cellular,nov,tue,78,1,999,0,nonexistent,-0.1,93.2,-42.0,4.153,5195.8,no
4431,47,admin.,married,high.school,no,no,no,telephone,may,tue,731,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,yes
15804,31,technician,single,university.degree,no,yes,no,cellular,aug,tue,3108,9,212,4,nonexistent,1.4,93.15534404,-50.32433504,4.737703406,5053.60437,yes
22529,42,blue-collar,married,basic.4y,no,no,no,cellular,may,tue,272,2,999,0,nonexistent,-1.8,92.893,-46.2,1.344,5099.1,no
24202,42,blue-collar,married,basic.6y,no,no,yes,cellular,may,tue,431,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,no
25297,33,blue-collar,single,basic.9y,unknown,yes,no,cellular,may,thu,3741,2,542,4,success,-1.8,92.56081999,-49.28878679,2.017778116,5171.697434,no
8110,58,retired,married,basic.4y,unknown,no,no,telephone,jun,thu,327,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,no
9165,38,unemployed,married,high.school,no,no,no,cellular,jul,mon,273,5,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
15236,31,technician,married,university.degree,no,no,no,cellular,aug,thu,56,2,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,no
16722,40,technician,married,university.degree,unknown,yes,no,cellular,aug,mon,392,4,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
13716,55,blue-collar,married,basic.4y,no,yes,no,cellular,aug,mon,149,1,999,0,nonexistent,1.4,93.444,-36.1,4.97,5228.1,no
19209,30,services,married,high.school,unknown,yes,no,cellular,nov,thu,73,1,999,1,failure,-0.1,93.2,-42.0,4.076,5195.8,no
3304,51,entrepreneur,married,basic.4y,no,no,no,telephone,may,tue,446,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191.0,no
26124,68,services,married,high.school,yes,unknown,unknown,telephone,may,tue,796,29,999,1,failure,-1.8,92.893,-46.2,1.259,5099.1,no
21929,25,admin.,single,university.degree,no,yes,no,cellular,apr,thu,229,2,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes
2768,41,housemaid,married,university.degree,unknown,no,no,telephone,may,fri,104,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191.0,no
18466,30,services,married,high.school,no,yes,no,cellular,nov,tue,2596,1,902,1,failure,-0.1,92.95886535,-32.58519091,1.128357834,5160.398625,no
25813,25,admin.,single,university.degree,no,yes,no,cellular,may,fri,11,7,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
14680,29,management,unknown,high.school,no,unknown,yes,telephone,oct,wed,4114,25,777,2,failure,1.4,93.07474168,-39.8812785,2.798043424,5096.683595,no
2920,47,services,divorced,high.school,no,no,no,telephone,may,mon,143,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191.0,no
25586,53,admin.,married,high.school,no,yes,no,cellular,may,fri,358,1,999,1,failure,-1.8,92.893,-46.2,1.25,5099.1,no
11586,27,admin.,single,university.degree,no,yes,yes,cellular,jul,mon,150,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,no
16698,59,management,married,university.degree,no,no,no,cellular,aug,mon,163,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,no
16171,45,technician,single,university.degree,no,no,no,cellular,aug,thu,1177,3,210,3,nonexistent,1.4,93.78345499,-34.18961357,4.962648523,5123.273213,no
10015,28,services,single,university.degree,no,no,no,cellular,jul,thu,1362,2,550,6,failure,1.4,93.71041918,-43.91373721,4.158934009,5136.750184,no
4898,58,retired,divorced,university.degree,no,yes,no,telephone,may,wed,314,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191.0,no
11134,41,blue-collar,married,basic.4y,no,no,no,cellular,jul,fri,2996,3,327,5,success,1.4,92.30096105,-39.65943586,1.301454831,5166.283404,yes
7116,30,entrepreneur,unknown,professional.course,no,yes,unknown,cellular,apr,wed,1837,12,702,5,success,1.4,92.82832627,-34.26591567,1.120830034,5146.239772,yes
17680,42,technician,married,professional.course,unknown,yes,no,cellular,nov,mon,94,1,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,no
11473,32,entrepreneur,married,high.school,no,yes,no,cellular,jul,mon,4259,1,796,4,failure,1.4,93.48884276,-43.89743491,2.494797603,4988.053534,no
17737,38,blue-collar,married,basic.4y,no,no,no,cellular,nov,mon,112,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,no
29924,45,blue-collar,married,high.school,no,yes,yes,cellular,nov,mon,449,2,5,3,success,-1.1,94.767,-50.8,1.05,4963.6,yes
19044,33,entrepreneur,married,university.degree,no,yes,yes,cellular,nov,wed,380,2,999,0,nonexistent,-0.1,93.2,-42.0,4.12,5195.8,no
6862,35,services,married,professional.course,unknown,no,no,telephone,jun,fri,103,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,no
13062,45,admin.,married,university.degree,no,no,no,cellular,jul,tue,242,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,no
